"DONOR","RECIPIENT","SECTOR","FLOW","CHANNEL","AMOUNTTYPE","FLOWTYPE","AIDTYPE","YEAR","Donor Name","Donor Agency","OECD ID","Donor Project ID","Recipient Name","Region","Income Group","Channel of Delivery Code","Channel of Delivery Name","Category Code","Category Name","FinanceType Code","FinanceType Name","BiMulti Code","Type of Aid Code","Type of Aid Name","Short Description","Project title","Purpose Code","Purpose Name","Sector","Long Description","SDG Focus","Gender equality","Environment","PDGG","Trade Development","RMNCH","DRR","Nutrition","Disability","Biodiversity","Climate Mitigation","Climate Adaptation","Desertification","Amount","Amount Type","Amount Tied USD million","Amount Untied USD million","Amount Partially Untied USD million","Nature of Submission","Value"
"5","437","12220","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017005016","201639152","Colombia","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","CLAIMING THE RIGHT TO HEALTH FOR ALL IN BOGOT-","Claiming the right to health for all in Bogotß","12220","Basic health care","I.2.b. Basic Health","Claiming the right to health for all in Bogotß","","1","0","2","","1","","","","0","0","0","0",".051854","Current Prices (USD millions)",".000000",".000000","","3","0.051854"
"5","437","12220","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017003884","201533454","Colombia","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","PROMOTING BASIC HEALTH SERVICES IN REMOTE AND CONFLICT ZONE AREAS OF CHOC+ DEPARTMENT, COLOMBIA","Promoting basic health services in remote and conflict zone areas of Choc= Department, Colombia","12220","Basic health care","I.2.b. Basic Health","Promoting basic health services in remote and conflict zone areas of Choc= Department, Colombia","","1","0","1","","1","","","","0","0","0","0",".045203","Current Prices (USD millions)",".000000",".000000","","3","0.045203"
"5","437","15170","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002151","201333129","Colombia","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","POLITICAL LEADERSHIP TRAINING AND EMPOWERMENT OF WOMEN'S ORGANISATION TO IMPROVE ECONOMIC, SOCIAL AND CULTURAL RIGHTS","Political Leadership training and empowerment of women's organisation to improve economic, social and cultural rights","15170","Women's rights organisations and movements, and government institutions","I.5.a. Government & Civil Society-general","Political Leadership training and empowerment of women's organisation to improve economic, social and cultural rights","","2","0","2","","0","","","","0","0","0","0",".011555","Current Prices (USD millions)",".000000",".000000","","3","0.011555"
"5","437","15170","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017003759","201532142","Colombia","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING WOMENS' GROUPS TO PROMOTE WOMENS' CIVIC PARTICIPATION AND GENDER-SENSITIVE CONFLICT RESOLUTION IN MEDELL-N, ANTIOQUIA, COLOMBIA","Strengthening womens' groups to promote womens' civic participation and gender-sensitive conflict resolution in Medellfn, Antioquia, Colombia","15170","Women's rights organisations and movements, and government institutions","I.5.a. Government & Civil Society-general","Strengthening womens' groups to promote womens' civic participation and gender-sensitive conflict resolution in Medellfn, Antioquia, Colombia","","2","0","2","","0","","","","0","0","0","0",".046218","Current Prices (USD millions)",".000000",".000000","","3","0.046218"
"5","454","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002857","201433705","Peru","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUSTAINABLE RURAL DEVELOPMENT AND LAND USE FOR SMALL FARMER FAMILIES IN 26 COMMUNITIES, PROVINCE PAUCARTAMBO","Sustainable rural development and land use for small farmer families in 26 communities, Province Paucartambo","31120","Agricultural development","III.1.a. Agriculture","Sustainable rural development and land use for small farmer families in 26 communities, Province Paucartambo","","1","2","2","0","0","","","","1","0","2","1",".133018","Current Prices (USD millions)",".000000",".000000","","3","0.133018"
"5","454","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017003193","201475847","Peru","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING OF SMALL-SCALE FAMILY FARMING AND RURAL ORGANIZ. STRUCTURES IN DISTRICT KA-ARIS.","Strengthening of small-scale family farming and rural organiz. structures in district Ka±aris.","31120","Agricultural development","III.1.a. Agriculture","Strengthening of small-scale family farming and rural organiz. structures in district Ka±aris.","","1","2","0","0","0","","","","0","0","1","0",".075418","Current Prices (USD millions)",".000000",".000000","","3","0.075418"
"5","454","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017006030","201733237","Peru","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING FOOD SECURITY AND CIVIC PARTICIPATION IN THE DIOCESE OF CHULUCANAS, NORTH PERU","Strengthening food security and civic participation in the diocese of Chulucanas, North Peru","31120","Agricultural development","III.1.a. Agriculture","Strengthening food security and civic participation in the diocese of Chulucanas, North Peru","","1","2","2","0","0","","","","1","0","1","0",".046218","Current Prices (USD millions)",".000000",".428400","","1","0.046218"
"5","454","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017003730","201531813","Peru","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","INTEGRATED AND SUSTAINABLE SMALL SCALE AGRICULTURE INCLUDING CIVIC PARTICIPATION IN LOCAL AND REGIONAL DEVELOPMENT ISSUES, CHECACUPE DISTRICT, PERU","Integrated and sustainable small scale agriculture including civic participation in local and regional development issues, Checacupe District, Peru","31120","Agricultural development","III.1.a. Agriculture","Integrated and sustainable small scale agriculture including civic participation in local and regional development issues, Checacupe District, Peru","","1","2","2","0","0","","","","1","0","2","1",".043963","Current Prices (USD millions)",".000000",".000000","","3","0.043963"
"5","454","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002396","201409770","Peru","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","RURAL DEVELOPMENT IN TWO REGIONS OF PERU","Rural development in two regions of Peru","31120","Agricultural development","III.1.a. Agriculture","Improvement of Livelyhood od 600 families","","0","1","1","0","0","","","","0","0","0","1",".036929","Current Prices (USD millions)",".000000",".000000","","3","0.036929"
"5","440","41030","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017003275","201498377","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","P-RAMO AS LIFE SUPPORT - SUSTAINABLE RESOURCE MANAGEMENT AS A CONTRIBUTION TO CLIMATE PROTECTION","Pßramo as life support - Sustainable resource management as a contribution to climate protection","41030","Biodiversity","IV.1. General Environment Protection","Pßramo as life support - Sustainable resource management as a contribution to climate protection","","0","2","1","","0","","","","2","1","1","0",".135272","Current Prices (USD millions)",".000000",".000000","","3","0.135272"
"5","440","41030","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017003963","201534429","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","LIVING FORESTS - CONSERVATION AND PROTECTION OF THE TROPICAL FOREST AND THE TERRITORY OF THE INDIGENOUS KICHWA OF SARAYAKU","Living forests - Conservation and protection of the tropical forest and the territory of the indigenous Kichwa of Sarayaku","41030","Biodiversity","IV.1. General Environment Protection","Living forests - Conservation and protection of the tropical forest and the territory of the indigenous Kichwa of Sarayaku","","0","2","1","","0","","","","2","1","1","0",".141374","Current Prices (USD millions)",".000000",".000000","","3","0.141374"
"5","440","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017005993","201732866","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","PROTECTION OF NATURAL LIVELIHOODS AND INDIGENOUS CULTURE THROUGH SUSTAINABLE AGRICULTURE IN THE PROVINCE OF PASTAZA, ECUADOR","Protection of natural livelihoods and indigenous culture through sustainable agriculture in the province of Pastaza, Ecuador","31120","Agricultural development","III.1.a. Agriculture","Protection of natural livelihoods and indigenous culture through sustainable agriculture in the province of Pastaza, Ecuador","","1","2","1","1","0","","","","2","1","1","0",".030436","Current Prices (USD millions)",".000000",".125100","","1","0.030436"
"5","440","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017001931","201230416","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUSTAINABLE RURAL DEVELOPMENT FOR SMALL FARMERS INCLUDING TO RURAL LOW COST HOUSING","Sustainable rural development for small farmers including to rural low cost housing","31120","Agricultural development","III.1.a. Agriculture","Sustainable rural development for small farmers including to rural low cost housing","","1","2","1","0","0","","","","1","0","2","1",".015807","Current Prices (USD millions)",".000000",".000000","","3","0.015807"
"5","440","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017003745","201531995","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUSTAINABLE COMMUNITY LED DEVELOPMENT WITH EMPHASIS OF INCREASED CIVIC PARTICIPATION OF INDIGENOUS GROUPS, SUCUMB-OS PROVINCE, ECUADOR","Sustainable community led development with emphasis of increased civic participation of indigenous groups, Sucumbfos Province, Ecuador","31120","Agricultural development","III.1.a. Agriculture","Sustainable community led development with emphasis of increased civic participation of indigenous groups, Sucumbfos Province, Ecuador","","0","2","2","0","0","","","","1","0","1","1",".046669","Current Prices (USD millions)",".000000",".000000","","3","0.046669"
"5","440","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017003660","201531003","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUSTAINABLE AGRICULTURE FOR FOOD SECURITY AND ENVIRONMENTAL PROTECTION IN RIOBAMBA DIOCESE, ECUADOR","Sustainable agriculture for Food security and environmental protection in Riobamba Diocese, Ecuador","31120","Agricultural development","III.1.a. Agriculture","Sustainable agriculture for Food security and environmental protection in Riobamba Diocese, Ecuador","","0","2","1","0","0","","","","1","1","1","1",".032578","Current Prices (USD millions)",".000000",".000000","","3","0.032578"
"5","440","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002917","201439116","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUSTAINABLE RURAL DEVELOPMENT FOR SMALL FARMERS IN COTOPAXI PROVINCE","Sustainable rural development for small farmers in Cotopaxi province","31120","Agricultural development","III.1.a. Agriculture","Sustainable rural development for small farmers in Cotopaxi province","","1","1","2","0","0","","","","0","0","1","0",".084545","Current Prices (USD millions)",".000000",".000000","","3","0.084545"
"5","440","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017005748","201730399","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING CIVIC PARTICIPATION OF INDIGENOUS AND SMALL SCALE FARMER HOUSEHOLDS AND INTRODUCING SUSTAINABLE AGRICULTURE METHODS IN AZUAY PROVINCE","Strengthening civic participation of indigenous and small scale farmer households and introducing sustainable agriculture methods in Azuay province","31120","Agricultural development","III.1.a. Agriculture","Strengthening civic participation of indigenous and small scale farmer households and introducing sustainable agriculture methods in Azuay province","","1","1","2","0","0","","","","1","0","1","0",".096269","Current Prices (USD millions)",".000000",".352800","","1","0.096269"
"5","440","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017001807","201130350","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUSTAINABLE RURAL DEVELOPMENT AND PROTECTION OF NATURAL RESOURCES, COTOPAXI REGION","Sustainable rural development and protection of natural resources, Cotopaxi region","31120","Agricultural development","III.1.a. Agriculture","Sustainable rural development and protection of natural resources, Cotopaxi region","","1","2","1","0","0","","","","1","0","2","1",".001841","Current Prices (USD millions)",".000000",".000000","","3","0.001841"
"5","440","15180","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017006363","201774793","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","PROMOTION, DIALOGUE AND POLITICAL UNDERSTANDING ON THE RIGHT OF SEXUAL AND REPRODUCTIVE HEALTH AND A LIFE FREE OF VIOLENCE.","Promotion, dialogue and political understanding on the right of sexual and reproductive health and a life free of violence.","15180","Ending violence against women and girls","I.5.a. Government & Civil Society-general","Strengthening the rights of women and youth and promoting dialogue and political influence aiming at ensuring sexual and reproductive health and a life free of violence.","","2","0","2","","1","","","","0","0","0","0",".023677","Current Prices (USD millions)",".000000",".112700","","1","0.023677"
"5","645","15160","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017003793","201532514","India","South & Central Asia","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","INTEGRATED SUPPORT FOR MARGINALIZED ADIVASI GROUPS WITH FOCUS ON PROMOTING THEIR SELF-HELP CAPACITIES AND SELF-EMPOWERMENT, ASSAM, INDIA","Integrated support for marginalized Adivasi groups with focus on promoting their self-help capacities and self-empowerment, Assam, India","15160","Human rights","I.5.a. Government & Civil Society-general","Integrated support for marginalized Adivasi groups with focus on promoting their self-help capacities and self-empowerment, Assam, India","","1","1","2","","0","","","","0","0","0","0",".014654","Current Prices (USD millions)",".000000",".000000","","3","0.014654"
"5","645","15160","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017005841","201731330","India","South & Central Asia","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","TRIBAL EMPOWERMENT AND LEGAL AID IN THE NARMADA AND BHARUCH REGION IN INDIA","Tribal Empowerment and legal aid in the Narmada and Bharuch region in India","15160","Human rights","I.5.a. Government & Civil Society-general","Tribal Empowerment and legal aid in the Narmada and Bharuch region in India","","0","0","2","","0","","","","0","0","0","0",".112727","Current Prices (USD millions)",".000000",".275100","","1","0.112727"
"5","645","23230","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017003982","201539147","India","South & Central Asia","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","INSTALLATION AND APPLICATION OF THE ALTERNATIVE RENEWABLE ENERGY THROUGH SOLAR POWER IN BUXAR DIOCESAN SOCIO PASTORAL CENTRE, BIHAR","Installation and Application of the Alternative Renewable Energy through Solar Power in Buxar Diocesan Socio Pastoral Centre, Bihar","23230","Solar energy for centralised grids","II.3.b. Energy generation, renewable sources","Installation and Application of the Alternative Renewable Energy through Solar Power in Buxar Diocesan Socio Pastoral Centre, Bihar","","0","0","0","","0","","","","0","2","0","0",".003382","Current Prices (USD millions)",".000000",".000000","","3","0.003382"
"5","645","23230","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002801","201433028","India","South & Central Asia","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUSTAINABLE AND DECENTRALIZED SOLAR ENERGY SUPPLY IN 20 VILLAGES OF WEST MEDINIPUR DISTRICT","Sustainable and decentralized solar energy supply in 20 villages of West Medinipur district","23230","Solar energy for centralised grids","II.3.b. Energy generation, renewable sources","Sustainable and decentralized solar energy supply in 20 villages of West Medinipur district","","1","2","0","","0","","","","0","2","0","0",".029309","Current Prices (USD millions)",".000000",".000000","","3","0.029309"
"5","645","23230","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017006015","201733088","India","South & Central Asia","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SOLAR ENERGY PROMOTION IN FOUR DISTRICTS OF WEST BENGAL, INDIA","Solar energy promotion in four districts of West Bengal, India","23230","Solar energy for centralised grids","II.3.b. Energy generation, renewable sources","Solar energy promotion in four districts of West Bengal, India","","1","1","0","","0","","","","0","2","0","0",".012175","Current Prices (USD millions)",".000000",".136400","","1","0.012175"
"5","645","31161","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017005265","201675644","India","South & Central Asia","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","ACHIEVING SEED SOVEREIGNTY AND FOOD SOVEREIGNTY THROUGH CONSERVING AND ADOPTING CLIMATE RESILIENT OPEN POLLINATED SEEDS","Achieving Seed Sovereignty and Food Sovereignty through Conserving and adopting Climate resilient open pollinated seeds","31161","Food crop production","III.1.a. Agriculture","The project contributes to climate resilience, economic independence of small and marginal farming communities and transition to organic farming in India.","","1","2","1","0","0","","","","2","0","2","1",".338188","Current Prices (USD millions)",".000000",".000000","","3","0.338188"
"5","645","31161","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017004266","201576123","India","South & Central Asia","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING LOCAL FOOD SYSTEMS AND AGRI-CULTURE OF ADIVASI","Strengthening local food systems and agri-culture of Adivasi","31161","Food crop production","III.1.a. Agriculture","Strengthening local food systems and agri-culture of Adivasi","","1","2","2","0","0","","","","2","1","1","0",".062008","Current Prices (USD millions)",".000000",".000000","","3","0.062008"
"5","645","31166","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002683","201431550","India","South & Central Asia","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING FOOD SOVEREIGNTY OF PRODUCER AND CONSUMER GROUPS IN 6 DISTRICTS IN ANDHRA PRADESH AND TELANGANA","Strengthening food sovereignty of producer and consumer groups in 6 districts in Andhra Pradesh and Telangana","31166","Agricultural extension","III.1.a. Agriculture","Strengthening food sovereignty of producer and consumer groups in 6 districts in Andhra Pradesh and Telangana","","2","1","2","0","0","","","","1","0","0","0",".052305","Current Prices (USD millions)",".000000",".000000","","3","0.052305"
"5","645","31166","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017005957","201732502","India","South & Central Asia","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING FOOD SOVEREIGNTY AMONG PRODUCERS AND CONSUMERS IN ANDHRA PRADESH AND TELANGANA, INDIA","Strengthening food sovereignty among producers and consumers in Andhra Pradesh and Telangana, India","31166","Agricultural extension","III.1.a. Agriculture","Strengthening food sovereignty among producers and consumers in Andhra Pradesh and Telangana, India","","2","1","2","0","0","","","","1","0","0","0",".035171","Current Prices (USD millions)",".000000",".286300","","1","0.035171"
"5","645","31166","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002695","201431675","India","South & Central Asia","LMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING TRADITIONAL LIVESTOCK FARMERS AND SECURING THEIR ACCESS TO SOCIAL SERVICES","Strengthening traditional livestock farmers and securing their access to social services","31166","Agricultural extension","III.1.a. Agriculture","Strengthening traditional livestock farmers and securing their access to social services","","0","2","1","0","0","","","","1","1","1","1",".011273","Current Prices (USD millions)",".000000",".000000","","3","0.011273"
"5","440","15160","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002864","201433788","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","RECLAIMING THE RIGHT TO FOOD AND PROTECTION OF LAND RIGHTS FOR INDIGENOUS PEOPLE COMMUNITIES, ECUADOR","Reclaiming the right to food and protection of land rights for indigenous people communities, Ecuador","15160","Human rights","I.5.a. Government & Civil Society-general","Reclaiming the right to food and protection of land rights for indigenous people communities, Ecuador","","2","2","2","","0","","","","1","0","1","0",".073272","Current Prices (USD millions)",".000000",".000000","","3","0.073272"
"5","440","15160","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002925","201439223","Ecuador","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING CIVIC PARTICIPATION AND RECLAIMING RIGHTS FOR LAND AND PROTECTION OF NATURAL RESOURCES FOR SMALL HOLDER FARMERS AND INDIGENOUS PEOPLE","Strengthening civic participation and reclaiming rights for land and protection of natural resources for small holder farmers and indigenous people","15160","Human rights","I.5.a. Government & Civil Society-general","Strengthening civic participation and reclaiming rights for land and protection of natural resources for small holder farmers and indigenous people","","1","2","2","","0","","","","1","1","1","1",".010145","Current Prices (USD millions)",".000000",".000000","","3","0.010145"
"5","451","15150","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002806","201433077","Paraguay","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","STRENGTHENING BASIC RIGHTS AND CIVIC PARTICIPATION OF INDIGENOUS PEOPLE, PARAGUAY","Strengthening basic rights and civic participation of indigenous people, Paraguay","15150","Democratic participation and civil society","I.5.a. Government & Civil Society-general","Strengthening basic rights and civic participation of indigenous people, Paraguay","","1","1","2","","0","","","","1","0","1","1",".162327","Current Prices (USD millions)",".000000",".000000","","3","0.162327"
"5","451","15150","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002832","201433382","Paraguay","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","LEGAL AID WITH REGARD TO LAND RIGHTS FOR SMALL FARMER COMMUNITIES IN EASTERN PARAGUAY","Legal aid with regard to land rights for small farmer communities in Eastern Paraguay","15150","Democratic participation and civil society","I.5.a. Government & Civil Society-general","Legal aid with regard to land rights for small farmer communities in Eastern Paraguay","","1","1","2","","0","","","","1","0","1","0",".016120","Current Prices (USD millions)",".000000",".000000","","3","0.01612"
"5","451","15150","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017005875","201731686","Paraguay","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUSTAINABLE AND COMPREHENSIVE IMPROVEMENT OF LIVING CONDITIONS IN CHACARITA, ASUNCI+N, PARAGUAY","Sustainable and comprehensive improvement of living conditions in Chacarita, Asunci=n, Paraguay","15150","Democratic participation and civil society","I.5.a. Government & Civil Society-general","Sustainable and comprehensive improvement of living conditions in Chacarita, Asunci=n, Paraguay","","1","0","2","","0","","","","0","0","0","0",".049600","Current Prices (USD millions)",".000000",".241200","","1","0.0496"
"5","454","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017001855","201139484","Peru","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","INTEGRATED RURAL DEVELOPMENT WITH EMPHASIS OUR FOOD SECURITY, CIVIC PARTICIPATION AND GENDER EQUALITY, PUNO","Integrated rural development with emphasis our food security, civic participation and gender equality, Puno","31120","Agricultural development","III.1.a. Agriculture","Integrated rural development with emphasis our food security, civic participation and gender equality, Puno","","2","2","2","0","0","","","","1","0","2","1",".011345","Current Prices (USD millions)",".000000",".000000","","3","0.011345"
"5","454","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017002111","201331990","Peru","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","SUSTAINABLE AGRICULTURE AND CIVIC PARTICIPATION OF SMALL FARMER GROUPS IN THREE DISTRICTS OF THE PROVINCE OF ESPINAR","Sustainable agriculture and civic participation of small farmer groups in three districts of the province of Espinar","31120","Agricultural development","III.1.a. Agriculture","Sustainable agriculture and civic participation of small farmer groups in three districts of the province of Espinar","","2","2","1","0","0","","","","2","0","2","0",".029873","Current Prices (USD millions)",".000000",".000000","","3","0.029873"
"5","454","31120","11","20000","A","112","B01","2017","Germany","Bundesministerium fnr Wirtschaftliche Zusammenarbeit und Entwicklung","2017004980","201633742","Peru","South America","UMICs","20000","Donor country-based NGO","10","ODA","110","Standard grant","7","B01","Core support to NGOs, other private bodies, PPPs and research institutes","ENHANCING CAPACITIES OF WOMEN GROUPS TO IMPLEMENT ENVIRONMENTAL AND HEALTH INITIATIVES IN RURAL COMMUNITIES OF ICA DEPARTMENT","Enhancing capacities of women groups to implement environmental and health initiatives in rural communities of Ica Department","31120","Agricultural development","III.1.a. Agriculture","Enhancing capacities of women groups to implement environmental and health initiatives in rural communities of Ica Department","","2","2","2","0","0","","","","1","0","1","0",".037200","Current Prices (USD millions)",".000000",".000000","","3","0.0372"
